證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
6214,精誠,"190,704",201,"14,148,515",74.30,74.50,74.00,74.20,<p style= color:green>-</p>,0.10,74.20,1,74.30,8,20.05
6215,和椿,"949,073",492,"22,840,394",23.65,24.30,23.65,24.25,<p style= color:red>+</p>,0.65,24.20,19,24.25,15,9.22
6216,居易,"179,450",131,"4,677,764",26.00,26.15,25.95,26.10,<p style= color:red>+</p>,0.15,26.05,5,26.10,1,10.00
6224,聚鼎,"182,772",226,"11,433,566",62.30,62.90,62.00,62.80,<p style= color:red>+</p>,0.50,62.60,1,62.80,3,31.72
6225,天瀚,"14,173",20,"177,811",12.55,12.90,12.55,12.85,<p style= color:red>+</p>,0.50,12.45,1,12.85,1,0.00
6226,光鼎,"318,177",183,"3,354,604",10.50,10.60,10.50,10.55,<p style= color:red>+</p>,0.05,10.55,17,10.60,79,"1,055.00"
6230,尼得科超眾,"68,305",65,"8,045,471",118.00,119.50,116.50,117.50,<p style= color:red>+</p>,1.00,117.50,3,119.00,2,25.43
6235,華孚,"4,027,464","2,674","154,123,083",38.65,38.65,37.80,38.30,<p style= color:red>+</p>,0.10,38.30,70,38.35,15,23.79
6239,力成,"9,586,532","5,822","827,716,231",84.50,87.40,84.40,86.80,<p style= color:red>+</p>,3.30,86.80,4,86.90,11,6.60
6243,迅杰,"468,645",392,"13,890,943",29.20,30.30,29.15,30.00,<p style= color:red>+</p>,0.95,30.00,3,30.05,1,14.42
6257,矽格,"2,479,456","1,633","127,181,588",51.20,51.60,51.00,51.40,<p style= color:red>+</p>,0.50,51.30,46,51.40,5,6.75
6269,台郡,"1,163,819",898,"118,103,581",100.50,102.50,100.00,102.00,<p style= color:red>+</p>,2.00,101.50,164,102.00,5,7.68
6271,同欣電,"4,464,340","5,184","1,059,183,463",229.00,244.50,228.50,236.00,<p style= color:red>+</p>,8.00,236.00,2,236.50,42,12.36
6277,宏正,"56,760",86,"4,420,640",78.00,78.00,77.60,77.80,<p style= color:green>-</p>,0.10,77.80,1,77.90,3,13.41
6278,台表科,"4,074,186","3,051","372,729,451",91.50,92.60,90.40,91.90,<p style= color:red>+</p>,1.30,91.90,5,92.00,105,6.05
6281,全國電,"32,839",40,"2,728,832",83.10,83.60,82.50,83.30,<p style= color:red>+</p>,0.20,83.30,1,83.40,1,13.29
6282,康舒,"49,122,798","23,589","1,769,543,191",35.80,36.95,35.10,36.45,<p style= color:red>+</p>,1.25,36.45,117,36.50,98,22.64
6283,淳安,"319,061",229,"10,512,083",32.90,33.30,32.60,33.10,<p style= color:red>+</p>,0.55,33.05,3,33.10,4,87.11
6285,啟碁,"6,805,194","5,200","564,088,682",82.30,84.10,81.70,83.50,<p style= color:red>+</p>,1.90,83.50,98,83.60,13,13.64
6288,聯嘉,"445,956",242,"10,540,167",23.35,23.80,23.35,23.60,<p style= color:red>+</p>,0.15,23.55,17,23.60,6,107.27
6405,悅城,"15,002",14,"323,243",21.55,21.65,21.50,21.50,<p style= color:green>-</p>,0.05,21.45,3,21.55,9,20.87
6409,旭隼,"221,313",363,"339,359,005","1,515.00","1,560.00","1,490.00","1,555.00",<p style= color:red>+</p>,45.00,"1,550.00",2,"1,555.00",1,34.83
6412,群電,"190,881",210,"14,718,917",77.10,77.40,76.70,77.00,<p style= color:green>-</p>,0.10,76.90,2,77.00,2,9.33
6414,樺漢,"886,425",892,"199,999,754",223.50,227.50,223.00,226.00,<p style= color:red>+</p>,3.00,226.00,10,226.50,44,12.74
6415,矽力*-KY,"3,763,829","3,481","2,209,237,793",602.00,602.00,575.00,588.00,<p style= color:green>-</p>,13.00,587.00,20,588.00,35,34.35
6416,瑞祺電通,"130,570",116,"12,148,992",93.50,93.50,92.50,93.00,<p style= color:red>+</p>,0.40,93.00,1,93.20,4,17.19
6426,統新,"131,431",184,"8,483,096",65.00,65.60,63.70,64.50,<p style= color:green>-</p>,0.30,64.40,2,64.50,1,25.90
6431,光麗-KY,"24,025",17,"486,589",20.30,20.30,20.15,20.15,<p style= color:green>-</p>,0.10,20.15,9,20.20,2,0.00
6438,迅得,"313,750",288,"28,961,455",92.80,92.80,91.60,92.60,<p style= color:red>+</p>,0.50,92.60,2,92.70,9,8.98
6442,光聖,"366,446",302,"17,832,494",48.00,49.40,48.00,48.60,<p style= color:red>+</p>,0.75,48.60,9,48.80,1,9.35
6443,元晶,"31,512,457","16,590","1,177,131,162",37.20,37.75,36.80,37.40,<p style= color:red>+</p>,0.50,37.35,53,37.40,193,57.54
6449,鈺邦,"31,539",48,"1,374,116",44.85,44.85,43.15,44.00,<p style= color:red>+</p>,1.40,43.70,2,44.15,3,10.23
6451,訊芯-KY,"292,677",300,"24,860,100",84.70,85.80,84.50,84.80,<p style= color:red>+</p>,0.60,84.70,5,84.90,1,50.18
6456,GIS-KY,"1,533,741","1,304","129,941,398",85.00,85.10,84.20,85.10,<p style= color:red>+</p>,0.10,85.00,30,85.10,39,7.16
6464,台數科,"29,277",33,"2,830,918",95.10,98.00,95.10,96.40,<p style= color:green>-</p>,1.10,96.10,1,96.60,2,12.55
6477,安集,"1,912,979","1,278","90,755,390",47.65,48.15,46.80,47.40,<p style= color:red>+</p>,0.55,47.40,5,47.45,2,32.03
6491,晶碩,"1,349,710","1,543","619,479,196",453.00,469.00,446.50,464.00,<p style= color:red>+</p>,11.00,463.50,1,464.00,1,21.79
6504,南六,"74,183",70,"5,317,751",71.80,72.30,71.40,72.00,<p> </p>,0.00,71.80,1,72.00,1,122.03
6505,台塑化,"3,410,330","4,199","282,144,471",83.70,84.20,82.10,82.70,<p style= color:green>-</p>,1.20,82.60,10,82.70,29,24.69
6515,穎崴,"466,808",504,"211,949,578",457.00,464.00,447.00,452.00,<p style= color:green>-</p>,2.50,452.00,2,452.50,1,16.74
6525,捷敏-KY,"188,275",156,"13,337,591",70.60,71.20,70.30,71.20,<p style= color:red>+</p>,1.00,71.20,4,71.30,7,9.02
6531,愛普*,"7,309,119","5,967","1,569,849,183",212.00,222.00,207.50,219.00,<p style= color:red>+</p>,9.00,219.00,23,219.50,18,14.62
6533,晶心科,"4,007,680","4,007","2,174,336,592",534.00,553.00,533.00,540.00,<p style= color:red>+</p>,15.00,540.00,45,541.00,11,52.73
6541,泰福-KY,"766,133",495,"28,832,844",37.85,38.30,37.30,37.35,<p style= color:green>-</p>,0.50,37.35,3,37.50,6,0.00
6550,北極星藥業-KY,"7,337,596","5,476","745,180,018",102.00,103.50,99.90,100.50,<p style= color:green>-</p>,1.50,100.00,296,100.50,39,0.00
6552,易華電,"69,850",66,"2,245,020",31.70,32.50,31.60,32.05,<p style= color:red>+</p>,0.35,32.00,2,32.05,2,15.63
6558,興能高,"152,781",202,"3,628,399",23.80,24.00,23.50,23.80,<p style= color:red>+</p>,0.15,23.75,7,23.80,3,0.00
6573,虹揚-KY,"76,000",52,"1,042,650",13.50,13.95,13.50,13.70,<p style= color:red>+</p>,0.20,13.60,19,13.70,2,0.00
6579,研揚,"79,193",82,"7,256,076",91.30,92.80,90.90,91.40,<p> </p>,0.00,91.40,1,91.70,8,12.62
6581,鋼聯,"55,933",60,"5,539,174",99.60,99.60,98.70,99.30,<p style= color:red>+</p>,0.90,99.30,2,99.40,8,10.91
6582,申豐,"455,477",456,"28,030,593",60.60,62.50,60.10,62.00,<p style= color:red>+</p>,1.40,61.70,4,62.00,3,14.55
6585,鼎基,"223,375",154,"12,704,747",55.90,57.50,55.10,57.00,<p style= color:red>+</p>,1.10,57.00,21,57.30,2,15.62
6591,動力-KY,"213,472",172,"9,605,998",44.85,45.30,44.70,45.00,<p style= color:red>+</p>,0.50,45.00,2,45.05,3,6.11
6592,和潤企業,"505,437",393,"53,323,692",105.00,106.00,104.50,105.50,<p> </p>,0.00,105.50,20,106.00,80,16.54
6592A,和潤企業甲特,"35,255",38,"3,438,282",97.50,97.80,97.30,97.60,<p style= color:red>+</p>,0.10,97.40,5,97.60,1,0.00
6598,ABC-KY,"185,240",149,"5,289,753",28.40,28.85,28.30,28.50,<p style= color:red>+</p>,0.15,28.35,7,28.50,1,0.00
6605,帝寶,"816,041",623,"61,716,828",75.40,76.20,75.10,76.00,<p style= color:red>+</p>,0.80,75.90,3,76.00,16,7.08
6625,必應,"63,746",70,"2,577,035",40.10,40.70,40.10,40.45,<p style= color:red>+</p>,0.15,40.45,2,40.50,22,0.00
6641,基士德-KY,"17,462",24,"942,183",54.30,54.80,53.60,54.10,<p style= color:red>+</p>,0.60,53.90,1,54.20,1,9.58
6655,科定,"12,002",14,"1,551,274",129.50,130.00,129.00,129.50,<p style= color:green>-</p>,1.50,129.50,1,130.00,1,16.99
6666,羅麗芬-KY,"462,160",365,"38,538,845",83.50,85.00,82.40,82.40,<p style= color:green>-</p>,0.90,82.40,5,83.00,3,38.15
6668,中揚光,"86,275",64,"3,408,422",39.65,39.70,39.25,39.60,<p style= color:red>+</p>,0.10,39.50,2,39.60,10,0.00
6669,緯穎,"1,368,668","1,657","1,046,551,954",757.00,771.00,753.00,767.00,<p style= color:red>+</p>,17.00,767.00,7,768.00,4,10.45
6670,復盛應用,"391,356",381,"86,597,737",222.50,222.50,220.00,222.50,<p style= color:red>+</p>,1.00,222.00,7,222.50,55,6.80
6671,三能-KY,"42,035",29,"1,544,661",36.80,36.95,36.55,36.80,<p style= color:green>-</p>,0.45,36.75,1,36.95,2,14.78
6672,騰輝電子-KY,"802,146",738,"65,205,302",81.10,81.90,80.20,81.90,<p style= color:red>+</p>,1.70,81.80,9,81.90,19,11.90
6674,鋐寶科技,"18,660",14,"466,870",24.80,25.35,24.80,25.30,<p style= color:red>+</p>,0.05,25.15,1,25.30,3,281.11
6689,伊雲谷,"960,765","1,199","121,456,789",131.00,132.00,123.00,124.00,<p style= color:green>-</p>,5.00,124.00,11,124.50,3,81.05
6691,洋基工程,"161,488",610,"34,859,322",219.00,219.00,213.50,216.50,<p style= color:red>+</p>,1.00,216.00,5,216.50,7,9.28
6695,芯鼎,"966,828",671,"43,928,385",43.10,47.15,43.10,47.00,<p style= color:red>+</p>,4.10,46.95,1,47.00,3,28.83
6698,旭暉應材,"30,111",35,"871,419",28.60,29.20,28.60,29.00,<p style= color:red>+</p>,0.40,29.00,1,29.05,1,290.00
6706,惠特,"529,346",525,"50,596,222",95.90,96.40,94.60,96.40,<p style= color:red>+</p>,1.30,96.30,11,96.40,3,5.63
6715,嘉基,"203,377",173,"26,163,145",127.00,130.00,126.00,130.00,<p style= color:red>+</p>,3.50,129.50,1,130.00,8,16.29
6719,力智,"3,814,688","6,166","1,220,130,772",326.00,326.50,313.50,318.00,<p style= color:green>-</p>,4.00,317.50,11,318.00,2,17.15
6743,安普新,"182,058",173,"7,231,643",39.40,40.15,39.40,39.75,<p style= color:red>+</p>,0.30,39.75,3,39.90,1,172.83
6754,匯僑設計,"126,195",92,"6,116,737",47.90,48.70,47.90,48.70,<p style= color:red>+</p>,0.80,48.65,1,48.70,1,9.62
6756,威鋒電子,"472,003",566,"98,192,185",211.00,211.00,205.00,208.00,<p style= color:red>+</p>,1.00,208.00,13,208.50,2,15.34
6768,志強-KY,"492,221",423,"36,157,464",72.90,74.00,72.70,74.00,<p style= color:red>+</p>,1.30,74.00,2,74.10,4,9.04
6770,力積電,"30,830,832","13,522","1,072,079,656",34.55,35.10,34.30,35.00,<p style= color:red>+</p>,0.70,34.95,217,35.00,"1,820",5.34
6776,展碁國際,"52,194",40,"2,072,102",39.65,39.85,39.55,39.80,<p style= color:red>+</p>,0.30,39.75,5,39.85,2,7.94
6781,AES-KY,"1,082,097","1,388","855,940,478",791.00,802.00,784.00,785.00,<p style= color:red>+</p>,1.00,785.00,20,787.00,1,21.56
6782,視陽,"573,890",728,"195,073,239",338.00,345.00,337.00,339.50,<p style= color:green>-</p>,1.50,339.50,1,340.00,2,31.26
6789,采鈺,"1,797,309","4,390","427,130,121",239.00,243.00,232.50,234.50,<p style= color:green>-</p>,1.00,234.00,7,234.50,1,36.13
6790,永豐實,"47,705",101,"1,768,764",37.10,37.15,37.00,37.05,<p style= color:green>-</p>,0.05,37.05,15,37.10,2,12.65
6792,詠業,"101,059",105,"7,396,306",71.60,73.90,71.50,73.80,<p style= color:red>+</p>,2.30,73.60,2,73.90,4,12.81
6796,晉弘,"390,088",290,"32,272,523",78.90,83.30,78.90,83.30,<p style= color:red>+</p>,7.50,83.30,"2,156",--,0,34.85
6799,來頡,"1,527,066","1,081","176,285,149",110.00,116.00,110.00,116.00,<p style= color:red>+</p>,10.50,116.00,"1,066",--,0,14.27
6806,森崴能源,"3,820,648","4,436","334,308,030",87.40,88.50,86.20,87.10,<p style= color:red>+</p>,0.10,87.10,3,87.20,18,71.39
6807,峰源-KY,"7,000",6,"178,500",25.70,25.70,25.35,25.60,<p style= color:red>+</p>,0.05,25.35,1,25.65,1,6.51
6830,汎銓,"362,949",402,"43,819,514",122.50,122.50,119.00,122.00,<p style= color:green>-</p>,1.50,120.00,3,122.00,9,21.11
6834,天二科技,"71,400",41,"1,871,020",25.90,26.45,25.90,26.45,<p style= color:red>+</p>,0.55,26.15,2,26.45,3,11.55
6835,圓裕,"98,161",65,"3,853,621",39.70,39.70,38.80,39.40,<p style= color:green>-</p>,0.50,39.40,1,39.50,2,11.32
6854,錼創科技-KY創,"48,001",46,"4,859,400",99.90,103.50,99.90,101.00,<p style= color:red>+</p>,2.00,100.00,6,101.00,2,0.00
8011,台通,"168,222",247,"2,413,311",14.25,14.40,14.25,14.35,<p style= color:red>+</p>,0.10,14.30,23,14.35,5,0.00
8016,矽創,"4,163,877","3,754","887,664,999",212.50,216.00,209.00,214.50,<p style= color:red>+</p>,3.00,214.00,113,214.50,34,5.11
8021,尖點,"114,492",121,"3,378,632",29.70,29.70,29.40,29.60,<p style= color:red>+</p>,0.20,29.55,3,29.65,6,11.30
8028,昇陽半導體,"3,640,410","2,581","217,907,886",59.90,60.80,59.20,59.60,<p style= color:red>+</p>,0.50,59.60,5,59.70,8,22.75
8033,雷虎,"8,470,720","5,315","361,622,762",40.35,43.80,40.25,43.25,<p style= color:red>+</p>,3.15,43.25,22,43.30,83,"4,325.00"
8039,台虹,"81,269",110,"3,409,308",41.90,42.05,41.80,41.95,<p style= color:red>+</p>,0.05,41.90,11,41.95,9,10.84
8046,南電,"13,453,730","11,082","3,414,131,975",247.00,258.50,246.50,255.50,<p style= color:red>+</p>,12.50,255.50,205,256.00,144,9.26
8070,長華*,"1,124,533",576,"36,144,592",31.90,32.35,31.80,32.30,<p style= color:red>+</p>,0.45,32.25,10,32.30,15,9.26
8072,陞泰,"150,859",136,"4,002,061",26.90,26.90,26.35,26.55,<p style= color:red>+</p>,0.05,26.55,2,26.60,2,21.24
8081,致新,"720,354","1,301","116,718,283",163.00,163.50,160.50,162.00,<p style= color:red>+</p>,0.50,161.50,46,162.00,15,5.90
8101,華冠,"16,421",32,"97,257",5.92,5.96,5.92,5.96,<p style= color:red>+</p>,0.04,5.92,4,5.95,4,1.49
8103,瀚荃,"165,819",155,"5,478,954",32.70,33.45,32.70,33.35,<p style= color:red>+</p>,0.70,33.20,6,33.40,4,6.78
8104,錸寶,"252,000",255,"9,562,603",38.05,38.35,37.70,38.35,<p style= color:red>+</p>,0.50,38.30,3,38.35,3,78.27
8105,凌巨,"11,456,473","3,714","167,660,604",14.85,15.00,14.35,14.60,<p style= color:green>-</p>,0.30,14.55,104,14.60,57,8.85
8110,華東,"1,432,272",595,"17,561,485",12.15,12.35,12.10,12.30,<p style= color:red>+</p>,0.25,12.25,59,12.30,30,12.68
8112,至上,"960,662",813,"35,941,698",37.40,37.55,37.30,37.50,<p style= color:red>+</p>,0.20,37.50,18,37.55,42,6.27
8112A,至上甲特,"86,451",42,"3,592,056",41.55,41.55,41.55,41.55,<p> </p>,0.00,41.55,4,41.75,3,0.00
8114,振樺電,"369,531",367,"43,336,085",117.50,118.50,116.50,117.50,<p style= color:red>+</p>,1.00,117.50,14,118.00,58,9.21
8131,福懋科,"297,485",227,"11,928,144",40.05,40.20,40.00,40.20,<p style= color:red>+</p>,0.15,40.15,4,40.20,47,8.09
8150,南茂,"3,569,895","2,122","123,787,407",34.70,34.90,34.40,34.65,<p style= color:red>+</p>,0.05,34.65,93,34.70,1,5.44
8163,達方,"297,813",259,"11,786,872",39.70,39.70,39.45,39.60,<p style= color:red>+</p>,0.20,39.55,11,39.60,16,9.21
8201,無敵,"142,038",74,"1,451,590",10.15,10.50,10.15,10.30,<p> </p>,0.00,10.30,1,10.40,2,0.00
8210,勤誠,"1,889,250","1,465","165,441,739",86.50,88.40,85.60,88.20,<p style= color:red>+</p>,2.20,88.10,2,88.20,20,10.68
8213,志超,"414,187",385,"15,531,794",37.30,37.70,37.25,37.70,<p style= color:red>+</p>,0.75,37.70,13,37.75,8,4.88
8215,明基材,"2,041,117","1,260","69,111,850",33.90,34.05,33.50,33.95,<p style= color:red>+</p>,0.10,33.90,12,33.95,23,8.06
8222,寶一,"9,392,795","5,253","264,283,492",27.30,28.75,27.05,28.20,<p style= color:red>+</p>,0.95,28.20,52,28.25,33,402.86
8249,菱光,"302,383",236,"8,768,109",29.10,29.15,28.85,29.00,<p style= color:red>+</p>,0.25,29.00,10,29.05,6,11.69
8261,富鼎,"3,015,833","2,413","343,624,385",115.00,115.00,113.00,114.50,<p style= color:red>+</p>,0.50,114.00,142,114.50,103,13.04
8271,宇瞻,"689,106",465,"30,328,916",43.40,44.35,43.40,44.25,<p style= color:red>+</p>,0.85,44.25,1,44.30,26,9.68
8341,日友,"362,270",986,"60,798,819",168.50,169.50,167.00,168.00,<p style= color:green>-</p>,0.50,168.00,2,168.50,11,19.49
8367,建新國際,"31,563",34,"1,264,872",39.85,40.40,39.25,40.15,<p style= color:green>-</p>,0.25,40.10,2,40.25,1,13.34
8374,羅昇,"25,200",19,"733,090",29.05,29.20,29.00,29.05,<p style= color:green>-</p>,0.20,29.05,1,29.15,1,29.34
8404,百和興業-KY,"59,536",64,"1,589,674",26.75,26.85,26.55,26.65,<p style= color:green>-</p>,0.10,26.65,6,26.75,1,10.13
8411,福貞-KY,"44,843",109,"612,886",13.60,13.70,13.60,13.70,<p> </p>,0.00,13.70,1,13.75,15,0.00
8422,可寧衛,"173,576",321,"31,505,625",180.50,182.00,180.50,181.50,<p style= color:red>+</p>,0.50,181.50,12,182.00,35,16.58
8429,金麗-KY,"2,056,569","1,172","23,817,039",11.70,11.90,11.30,11.45,<p style= color:green>-</p>,0.25,11.45,29,11.50,3,0.00
8438,昶昕,"29,000",15,"695,900",24.00,24.10,23.95,24.10,<p style= color:red>+</p>,0.10,24.05,1,24.15,1,11.53
8442,威宏-KY,"663,579",490,"48,852,720",74.90,74.90,72.50,73.30,<p style= color:green>-</p>,1.60,73.30,2,73.40,6,8.10
8443,阿瘦,"57,249",193,"631,249",11.05,11.05,11.00,11.05,<p style= color:red>+</p>,0.05,11.00,1,11.05,17,0.00
8454,富邦媒,"718,138","2,443","568,759,650",796.00,803.00,779.00,800.00,<p style= color:red>+</p>,7.00,800.00,2,801.00,9,52.49
8462,柏文,"59,349",103,"7,699,001",129.50,130.00,129.50,130.00,<p style= color:red>+</p>,2.50,129.50,8,130.00,3,55.08
8463,潤泰材,"134,030",67,"3,246,084",24.25,24.50,24.05,24.20,<p style= color:green>-</p>,0.05,24.20,7,24.25,9,0.00
8464,億豐,"373,024",326,"116,599,237",312.00,315.50,308.00,315.50,<p style= color:red>+</p>,4.00,315.50,1,316.00,1,15.07
8466,美吉吉-KY,"38,080",43,"1,534,040",40.50,40.55,40.15,40.55,<p style= color:red>+</p>,0.05,40.40,1,40.55,1,14.08
8467,波力-KY,"42,126",41,"2,432,985",58.50,58.50,57.40,57.90,<p style= color:green>-</p>,0.30,57.70,1,57.90,3,7.25
8473,山林水,"12,173",21,"335,341",27.60,27.65,27.50,27.50,<p style= color:red>+</p>,0.10,27.50,3,27.55,1,0.00
8478,東哥遊艇,"11,048,656","10,861","3,835,386,159",371.50,371.50,337.00,337.00,<p style= color:green>-</p>,37.00,337.00,126,338.00,33,18.45
8481,政伸,"12,000",11,"689,100",57.50,57.50,57.00,57.40,<p style= color:red>+</p>,0.20,57.40,2,57.50,3,11.08
8482,商億-KY,"175,000",8,"12,415,200",70.80,71.60,70.80,71.50,<p style= color:red>+</p>,0.50,70.90,1,71.20,1,7.97
8488,吉源-KY,"38,000",33,"599,700",14.90,16.70,14.90,16.25,<p style= color:red>+</p>,1.05,15.60,1,16.15,1,0.00
8499,鼎炫-KY,"53,384",55,"5,566,651",103.50,105.50,103.00,105.50,<p style= color:red>+</p>,1.50,105.00,1,105.50,2,6.98
8926,台汽電,"567,012",504,"19,709,089",34.60,34.95,34.60,34.70,<p style= color:red>+</p>,0.20,34.65,10,34.70,18,39.89
8940,新天地,"363,564",241,"6,125,544",16.70,17.20,16.35,16.80,<p style= color:red>+</p>,0.20,16.80,1,16.85,2,0.00
8996,高力,"26,820,143","17,711","5,783,365,130",214.00,221.50,210.50,212.50,<p> </p>,0.00,212.00,125,212.50,42,82.36
9103,美德醫療-DR,"585,434",281,"4,548,865",7.81,7.81,7.73,7.75,<p style= color:green>-</p>,0.05,7.75,27,7.76,5,0.00
910322,康師傅-DR,"70,000",21,"1,746,950",25.00,25.15,24.90,25.00,<p style= color:green>-</p>,0.20,24.85,5,25.25,2,0.00
9105,泰金寶-DR,"8,874,520","1,276","35,791,026",4.02,4.08,3.98,4.02,<p style= color:red>+</p>,0.02,4.01,43,4.02,144,0.00
910861,神州-DR,"37,245",20,"286,721",7.68,7.78,7.60,7.60,<p style= color:green>-</p>,0.18,7.59,3,7.70,2,0.00
9110,越南控-DR,"44,000",17,"131,280",3.02,3.04,2.96,3.01,<p style= color:green>-</p>,0.01,2.97,15,3.00,7,0.00
911608,明輝-DR,"102,000",26,"239,970",2.35,2.38,2.33,2.38,<p> </p>,0.00,2.35,2,2.37,12,0.00
911622,泰聚亨-DR,"100,000",10,"510,460",5.11,5.13,5.09,5.11,<p style= color:red>+</p>,0.01,5.10,10,5.14,20,0.00
911868,同方友友-DR,"40,000",14,"44,660",1.12,1.12,1.11,1.12,<p style= color:red>+</p>,0.01,1.11,67,1.12,107,0.00
912000,晨訊科-DR,"342,000",102,"768,750",2.24,2.30,2.23,2.25,<p style= color:red>+</p>,0.02,2.24,15,2.26,31,0.00
9136,巨騰-DR,"216,000",60,"1,356,960",6.34,6.34,6.21,6.30,<p style= color:green>-</p>,0.03,6.30,1,6.31,149,0.00
9802,鈺齊-KY,"2,837,288","2,229","381,068,601",133.00,135.50,132.50,134.50,<p style= color:red>+</p>,2.00,134.00,60,134.50,13,8.01
9902,台火,"97,842",136,"1,250,160",12.80,12.85,12.70,12.80,<p style= color:red>+</p>,0.05,12.80,6,12.85,28,0.00
9904,寶成,"11,080,721","5,014","376,471,963",34.55,34.55,33.75,33.85,<p style= color:green>-</p>,0.45,33.85,177,33.90,21,5.76
9905,大華,"93,684",66,"2,285,329",24.45,24.50,24.30,24.45,<p style= color:red>+</p>,0.05,24.40,5,24.45,2,15.67
9906,欣巴巴,"19,000",18,"901,350",47.70,47.90,47.00,47.85,<p style= color:red>+</p>,0.15,47.75,2,47.85,2,8.38
9907,統一實,"2,178,060",886,"38,719,351",17.75,17.95,17.65,17.75,<p style= color:red>+</p>,0.05,17.75,44,17.80,31,10.14
9908,大台北,"126,735",145,"3,939,696",31.10,31.20,31.00,31.05,<p> </p>,0.00,31.05,6,31.15,1,18.59
9910,豐泰,"944,019","3,088","185,684,732",195.50,198.00,194.50,197.00,<p> </p>,0.00,197.00,13,197.50,9,19.31
9911,櫻花,"92,155",173,"5,811,493",63.10,63.40,62.90,63.00,<p style= color:green>-</p>,0.10,62.90,12,63.00,11,13.18
9912,偉聯,"68,496",93,"651,786",9.59,9.59,9.41,9.56,<p style= color:green>-</p>,0.01,9.56,86,9.57,7,68.29
9914,美利達,"1,051,293","1,555","191,323,061",182.00,184.50,180.50,181.50,<p> </p>,0.00,181.50,22,182.00,9,12.12
9917,中保科,"124,693",246,"12,477,454",100.00,100.50,99.80,99.90,<p style= color:green>-</p>,0.60,99.90,10,100.50,10,16.93
9918,欣天然,206,9,"8,814",--,--,--,--,<p> </p>,0.00,42.15,1,42.45,1,34.96
9919,康那香,"799,508",381,"13,900,719",17.35,17.55,17.25,17.30,<p> </p>,0.00,17.25,33,17.30,2,0.00
9921,巨大,"912,968","1,007","186,565,176",206.50,207.50,203.00,204.00,<p style= color:green>-</p>,1.00,204.00,28,204.50,38,11.37
9924,福興,"188,736",147,"8,004,324",42.50,42.55,42.30,42.50,<p style= color:red>+</p>,0.20,42.45,3,42.50,18,8.66
9925,新保,"91,280",110,"3,645,322",39.95,40.00,39.80,39.90,<p> </p>,0.00,39.85,6,39.90,1,15.59
9926,新海,"1,765",25,"91,524",51.80,51.80,51.80,51.80,<p style= color:red>+</p>,0.10,51.70,1,51.80,1,20.39
9927,泰銘,"136,992",94,"5,224,390",38.20,38.25,38.00,38.25,<p style= color:red>+</p>,0.05,38.15,5,38.30,4,8.63
9928,中視,"597,782",364,"12,325,738",19.30,21.10,19.30,20.60,<p style= color:red>+</p>,1.40,20.55,1,20.60,2,412.00
9929,秋雨,"202,111",105,"1,828,176",8.86,9.38,8.86,9.19,<p style= color:red>+</p>,0.40,9.01,1,9.20,15,0.00
9930,中聯資源,"58,071",91,"2,731,660",47.05,47.25,47.00,47.00,<p style= color:green>-</p>,0.05,47.00,64,47.05,1,14.69
9931,欣高,"1,129",4,"44,443",39.40,39.40,39.40,39.40,<p style= color:green>-</p>,0.55,39.50,1,39.85,1,19.31
9933,中鼎,"1,221,824","1,016","52,938,852",43.30,43.45,43.10,43.40,<p style= color:red>+</p>,0.20,43.35,22,43.40,76,13.52
9934,成霖,"203,900",160,"2,686,147",13.20,13.25,13.15,13.20,<p> </p>,0.00,13.20,5,13.25,11,0.00
9935,慶豐富,"58,040",83,"1,021,605",17.55,17.65,17.55,17.60,<p style= color:red>+</p>,0.05,17.55,8,17.65,4,14.79
9937,全國,"51,344",50,"2,822,540",54.50,55.30,54.50,55.30,<p style= color:red>+</p>,0.80,54.60,1,55.30,6,23.04
9938,百和,"1,675,749","1,132","98,130,934",59.10,59.20,58.00,58.70,<p style= color:green>-</p>,0.70,58.70,2,58.80,3,9.38
9939,宏全,"1,574,434","1,263","142,932,624",90.00,91.70,89.80,90.40,<p style= color:red>+</p>,0.90,90.40,25,90.80,1,11.65
9940,信義,"164,780",173,"4,547,916",27.75,27.75,27.50,27.55,<p style= color:green>-</p>,0.20,27.55,14,27.60,1,12.19
9941,裕融,"1,975,511","3,672","337,676,948",167.50,173.00,167.00,172.50,<p style= color:red>+</p>,6.00,172.50,77,173.00,59,17.53
9941A,裕融甲特,0,0,0,--,--,--,--,<p> </p>,0.00,50.20,2,50.40,2,0.00
9942,茂順,"524,005",551,"57,761,830",108.50,112.00,108.00,111.00,<p style= color:red>+</p>,2.50,111.00,5,111.50,20,15.90
9943,好樂迪,"131,650",176,"8,364,398",63.20,64.20,63.10,63.90,<p style= color:red>+</p>,1.00,63.40,1,64.00,1,15.66
9944,新麗,"70,942",70,"1,448,281",20.45,20.45,20.30,20.30,<p style= color:green>-</p>,0.20,20.30,7,20.45,9,4.17
9945,潤泰新,"4,157,285","3,168","187,605,004",45.00,45.30,44.85,45.30,<p style= color:red>+</p>,0.55,45.25,10,45.30,184,5.96
9946,三發地產,"49,487",35,"589,453",11.90,12.00,11.90,11.90,<p style= color:green>-</p>,0.10,11.90,32,12.00,4,22.88
